,title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
629,Tesla Sideswipes Indonesia's EV Supply Chain Dream,MENAFN,2023-10-16 00:00:00,date,https://menafn.com/1107246918/Tesla-Sideswipes-Indonesias-EV-Supply-Chain-Dream,menafn.com,Tesla's decision to set up its electric vehicle (EV) car manufacturing in neighboring Malaysia was a blow to Indonesia's efforts to lure investments,"(MENAFN- Asia Times) Tesla's decision to set up its electric vehicle (EV) car manufacturing in neighboring Malaysia was a blow to Indonesia's efforts to lure investments for building an end-to-end EV supply chain ecosystem.



Indonesia's nickel downstreaming policies aim to use the country's vast nickel reserves and ore production to add value by processing raw ore into higher-grade nickel intermediates. These higher-grade nickel intermediates are essential components used in the production of stainless steel and nickel cobalt manganese (NCM)-based EV batteries.

In terms of attracting investment, Indonesia's

nickel downstreaming policies

have produced results. In 2020, Indonesia banned the export of raw nickel ore to attract investment, largely in nickel smelters.



A year later,

the country received

downstream investments and commitments from Chinese companies totaling some US$30 billion. As of July 2023,

there were already

43 nickel smelters operating, 28 under construction and 24 in the planning stage.

Indonesia processes its laterite nickel ore through two smelting methods. One method, well-suited to Indonesia's nickel ore, uses a pyrometallurgical (class 2) treatment for lower-grade nickel grade to produce nickel pig iron, a key component in stainless steel production.



The other (class 1) treatment for higher-grade nickel requires a high-pressure acid leaching (HPAL) process to produce mixed hydroxide precipitate (MHP), used in lithium-ion NCM battery cathodes. Most smelting investments have been for producing class 1 high-grade nickel NCM battery cathodes, driven by the growing demand for EV batteries.",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/16/AT_45b73image_story.jpg,False,@menafn,8.3389635,ad6cbbe0c58e6fa07b0804ff789c123f
630,"Toyota, Lexus Adopt Tesla's EV Charging Standard",MENAFN,2023-10-20 00:00:00,date,https://menafn.com/1107276274/Toyota-Lexus-Adopt-Teslas-EV-Charging-Standard,menafn.com,"San Francisco, Oct 20 (IANS) Japanese automotive giant Toyota has reached an agreement with Elon Musk-run Tesla to adopt the North American Charging","(MENAFN- IANS) San Francisco, Oct 20 (IANS) Japanese automotive giant Toyota has reached an agreement with Elon Musk-run Tesla to adopt the North American Charging Standard (NACS) on its battery electric vehicles (BEVs) beginning in 2025.

Several EVs under its luxury brand Lexus will also feature the standard's charging ports.

Toyota and Lexus customers will have access to over 12,000 Tesla Superchargers in North America

""With NACS, customers will have access to more charging options, especially DC fast chargers, allowing greater confidence to travel to even more destinations,"" the automaker said.

Through the Toyota and Lexus apps, the company stated that customers will have access to an extensive charging network, comprising over 84,000 charging ports in North America, including level 2 and DC fast chargers.

BMW recently announced that it would adopt the standard for all of its EVs in the US and Canada.

General Motors (GM) and Ford announced a few months ago that the transition would begin in 2025, but owners will be able to access Tesla Superchargers with an adopter as early as next year.

Hyundai will use the port for its EVs in the US starting in 2024, with EVs in Canada following in 2025. Honda announced its transition to NACS in September, as well as its intention to sell vehicles with the port within two years.

European carmaker Volvo also signed an agreement with Tesla in June to provide current and future electric Volvo car drivers access to 12,000 Tesla's vast Supercharger network across the US, Canada and Mexico.

In February, the US administration revealed new initiatives to install 5,00,000 electric vehicle chargers on US roads by 2030 under its $7.5 billion plan, and as part of it, Tesla has committed to opening up 7,500 of its charging stations to non-Tesla vehicles by the end of 2024.

--IANS

shs/prw",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/20/I_dbc41image_story.jpg,False,@menafn,8.331135,7380827c3c3fab73d3a4fad1a0b5798e
631,Tesla Reports Q3 Earnings: Did The Price-Cutting Strategy Fail?,MENAFN,2023-10-19 00:00:00,date,https://menafn.com/1107272967/Tesla-Reports-Q3-Earnings-Did-The-Price-Cutting-Strategy-Fail,menafn.com,"(Free Video) The 2 Secrets To Finding Small-Cap, Hidden Gem Stock Opportunities To Dramatically Grow Your Portfolio in Q4. Under-p","(MENAFN- ValueWalk) (Free Video) The 2 Secrets To Finding Small-Cap, Hidden Gem Stock Opportunities To Dramatically Grow Your Portfolio in Q4.





Under-pricing one's competitors is a double-edged sword. Sure, Tesla's series of electric vehicle (EV) price cuts sparked a price war and helped it maintain its dominant market share. It also put tremendous pressure on EV-industry rivals like Lucid Group (NASDAQ:LCID), which has struggled to compete against the much bigger and better-capitalized Tesla (NASDAQ:TSLA).

However, it's been challenging to assess the full impact of Tesla's price-reduction strategy . The company's delivery numbers in China disappointed Wall Street, and Tesla did actually lose some of its market share recently.

Yet, the true litmus test of Tesla's price-slashing strategy is its third-quarter 2023 results. They were released after the market closed on Oct. 18 and represented one of the most highly anticipated earnings releases of the year.

Now we come to the billion-dollar question. After implementing 6%-or-greater price reductions across the company's EV models in just the third quarter, was Tesla CEO Elon Musk's tactic a hit or a miss? As usual, the answer is complicated but nonetheless contains insights into the seemingly never-ending war for EV-market dominance.

ShowTesla earnings reaction: Fear, front-running and reliefMargin issues show up in the numbersWill the Cybertruck be a blockbuster or a bust? Tesla earnings reaction: Fear, front-running and relief

In the 2020s, the financial markets have become so efficient that they price in events before they even happen. At least, that's what it felt like as TSLA stock dropped nearly 5% during the Oct. 18 trading session - before the company had even released its quarterly earnings results.

Granted, the stock market as a whole was in the red that day. Still, it felt like short-term traders expected disappointing third-quarter results from Tesla. Perhaps the aforementioned China-delivery data is what kept so many investors on edge.

However, a more likely explanation is that traders were bracing for a sizable margin decline. After all, that's the drawback of deep price cuts. A company will sell more products, but the profits per sale will be reduced.

Thus, analysts expected Tesla to report a Q3 2023 gross margin of 18.02% , versus 25.1% in the year-ago quarter and 18.2% in the second quarter. As it turned out, Tesla's actual gross margin for the third quarter was 17.9% , a slight miss but nothing catastrophic.

Do you know which under-the-radar stocks the top hedge funds and institutional investors are investing in right now? Click here to find out .

Sometimes good enough really is good enough. Despite all of the pre-earnings fear and loathing, TSLA stock as much as 1.5% in after-hours trading as traders weighed the company's non-disastrous profit margins.

Margin issues show up in the numbers

However, investors shouldn't take the wrong message from all of this. Clearly, Tesla's shrinking margins took a toll on its top- and bottom-line results.

Tesla's Q3 revenue of $23.35 billion fell short of the analysts' consensus estimate of $24.06 billion . Moreover, the company posted adjusted net income of $2.3 billion and adjusted earnings per share of 66 cents, missing Wall Street's consensus calls for $2.56 billion and 74 cents, respectively.

Hence, the seemingly almighty Tesla just broke its long-standing streak of quarterly EPS meets or beats . It just goes to show that even an industry dominator like Tesla can falter from time to time.

Did Tesla really falter? It's encouraging at least that the company reaffirmed its 2023 goal of producing 1.8 million vehicles. On the other hand, producing EVs isn't the same as selling them. There's also still the question of whether Tesla will generate decent profit margins on the vehicles it sells during the current quarter.

Will the Cybertruck be a blockbuster or a bust?

Then there's the Cybertruck. This is Musk's oddball invention, shaped like a spaceship and not really a truck by any conventional definition. Yet, it's a Tesla product, so it could conceivably be a game changer.

Deliveries of the Cybertruck are still on track for later this year, but the more normal-looking and reasonably priced Model Y and Model 3 EVs are undoubtedly Tesla's bread and butter. For the time being, the Cybertruck remains a show-me story for Tesla.

Morgan Stanley (NYSE:MS) analyst Adam Jonas apparently hasn't observed blockbuster demand for Tesla's angular EV.

'Cybertruck - very little enthusiasm on Tesla's next model,' Jonas reported .

Moreover, by the morning of Oct. 19, TSLA stock was in the red. This may have occurred because Musk warned that the Cybertruck will not be profitable until 2025 .

Again, the Cybertruck is just the icing on the cake for Tesla - not the cake itself. Now it's a question of whether Musk will persist with his price-cutting path for Tesla's most popular EV models.

Musk is unpredictable, so we'll just have to wait and see. For the time being, Tesla's stockholders can breathe a sigh of relief - assuming they didn't dump their shares pre-earnings.

(Free Video) The 2 Secrets To Finding Small-Cap, Hidden Gem Stock Opportunities To Dramatically Grow Your Portfolio in Q4 .",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/19/V_7eb54image_story.jpeg,False,@menafn,7.6954093,7d6d1cd6a21b4b16bc9b5e4e06301f2f
632,"Tesla Updates Travis County on Community Investments, 'Ecological Paradise' Progress",Lina Fisher,2023-10-19 00:00:00,date,https://www.austinchronicle.com/daily/news/2023-10-19/tesla-updates-travis-county-on-community-investments-ecological-paradise-progress/,austinchronicle.com,"Massive workforce development, still no data on water usage","Tesla's cybertruck 
(Photo by u/Kruzat / CC BY-SA 4.0)
 
 

Tuesday, the 
Travis County Commissioners Court
 approved Tesla's $750,000 community investment plan, to go toward community partners like the Austin Area Urban League, Colorado River Alliance, and Del Valle ISD, as the 
Tesla Gigafactory
, the second-largest factory building in the world, prepares to release its Cybertruck. 
 
A 
presentation
 from Tesla staff touted the many investments the company has already made in the local economy and workforce, much to the approval of commissioners. 
Commissioner Brigid Shea
 noted that 'some people aren't really all that excited about the richest man in the world getting these tax exemptions, but I think it's important for people to understand what was there previously was a sand and gravel pit. And what Travis County got in property taxes from them was $642. So I'll take the $15 million in property taxes over $642 – and all of the jobs, economic benefit, and improvement in people's lives.' 
That economic benefit amounts to nearly $2.2 billion paid to Travis County suppliers in 2022 alone, plus $15 million in property taxes to Travis County over the last three years, and just over $49 million to 
Del Valle Independent School District
. Tesla funds several workforce training programs, like the P-TECH (Pathways in Technology Early College High) program at Del Valle High School, which provides students with four to five years of training culminating in a manufacturing certificate, an associate degree from ACC, and an opportunity to work at Tesla.
 
They also partner with ACC to offer training programs to high school grads and people with GEDs, during which they are paid as Tesla employees and receive full benefits, and can choose to work for Tesla at the end. Staff report that many do: 'We've had a very good turnover rate from students to full-time employees.' Since the program's start last year, new hires from area high schools have climbed from 50 to 200, from Del Valle, Bastrop, Elgin, Manor, and Austin.
 
One of the main stipulations from the county for Tesla to receive tax abatements in 2020 was the target of hiring 5,000 Travis County residents, which the manufacturer has far overshot. There are now upward of 15,000 jobs created and counting – 10,000 actual Tesla factory employees. 
 
As 
Elon Musk
's properties have continued to skirt environmental regulation 
elsewhere
 in Texas (namely the 
Boring Co.
 in Bastrop), many have had questions about the Gigafactory's environmental impact, especially 
water usage
, here in Travis County. Staff gave an update on Musk's promised 'ecological paradise,' manifesting in a 120-acre pilot project for ecological restoration on a stretch of land between SH 130 and FM 973, west of the factory. The previous sand and gravel operation that the land was used for has made planting difficult, but with the help of compost the soil has been revitalized enough to now house 30-plus species of trees, 5,000 native plant species, and over 2,000 wetland plants in shallow water zones. Tesla has also removed 50 acres of invasive species and planted wildflowers.
 
Tesla again did not have exact numbers when Commissioner Shea asked about water usage for the entire factory, so the previous estimate of 600 million gallons a year still stands – though staff noted that as production ramps up that is likely to change (read: increase). The factory does use treated wastewater from Austin Water, and is planning to build more reclaimed water lines to feed the factory building. Cooling systems are also fed by a massive rainwater capture system that collects what rain does fall (not much lately) from the roof and directs it to 500,000-gallon-capacity storage tanks which are then redirected to cooling the offices and the equipment used to make the Cybertrucks. Tesla estimates that system saves about 8 million to 10 million gallons of water a year, but again: With what rain? 
 
'The city of Austin's main water supply has been declining because there's so little flow in any of the contributing streams that feed into Lake Travis. And there's a growing demand,' noted Shea, urging Tesla to do 'anything that can be done to reuse water in your manufacturing process. It would be really useful to understand what other kinds of things that you're doing internally that would reduce the overall demand for water, because it's going to be such a huge problem in the region.'
 
 
Got something to say? The 
Chronicle
 welcomes opinion pieces on any topic from the community. Submit yours now at 
austinchronicle.com/opinion
.",austinchronicle.com,4885,news,US,en,Lina Fisher,http://www.austinchronicle.com/imager/b/original/3085723/da62/Cybertruck.jpeg,False,@AustinChronicle,7.6762815,2ce35a8aeee2799616b2ddffec9c9fb4
633,First Woman To Lead Germany's Biggest Union Takes Aim At Tesla,MENAFN,2023-10-21 00:00:00,date,https://menafn.com/1107281073/First-Woman-To-Lead-Germanys-Biggest-Union-Takes-Aim-At-Tesla,menafn.com,Bloomberg The incoming first female head of Germany's most powerful labor union IG Metall is warning Elon Musk about efforts to avoid unioniz,"(MENAFN- The Peninsula) Bloomberg

The incoming first female head of Germany's most powerful labor union IG Metall is warning Elon Musk about efforts to avoid unionization at his Tesla Inc. factory near Berlin.

""You need to be careful. The rules of the game are different here,' said Christiane Benner, who is set to take the helm of the union on Monday at its general assembly in Frankfurt.

The warning is a shot across the bow for Musk, whose factory churns out the popular Model Y - Europe's best-selling car earlier this year - and has so far refused to sign the kind of wage agreements that are standard in Germany, putting the company on a collision course with Benner.

IG Metall has the power to initiate walkouts at some of Germany's biggest firms, including Airbus, Siemens, Volkswagen and other titans of industry. Wage negotiations for its 3.9 million workers are closely watched by European Central Bank due to their potential impact on inflation.

While Tesla's 12,000-employee plant is a key concern, Benner, speaking in an interview with Bloomberg News, outlined a broad set of worrying developments putting pressure on Germany's workers.

Weaker demand from China, higher interest rates and the lingering fallout from last year's energy crisis have already caused some factories to close and others to shift production abroad. The economy is forecast to shrink this year. At the same time, the transition to renewable energy and other emerging technologies are requiring workers to have new sets of skills.

""Things are very turbulent at the moment,' Benner said. ""Re-qualification is going to be very important.'

IG Metall is Europe's biggest manufacturing union, representing workers on automaker assembly lines, steelmaking mills and other factories. The organization takes in about €500 million in annual membership fees and has repeatedly caused stoppages at Germany's most famous firms. With its vast membership, the organization holds considerable political clout.

Benner, 55, argues that German politicians have been too slow in tackling the country's structural issues, putting at risk workers in industries like auto production, which employs roughly 800,000 people.

A growing number of auto-industry workers in and outside of Germany are demanding better pay and job security in the shift to electric vehicles. The United Auto Workers union has launched a major strike targeting General Motors, Ford and Stellantis in the US, halting output at several factories. The concern is that EVs, which require fewer moving parts and workers to make, will cost jobs and reduce wages.

In Germany, growing voter frustration has fueled the rise of the far-right Alternative for Germany - known as the AfD - which Benner sees as a threat to the country's push to reset its manufacturing base for the green economy. The party, which gained in recent state elections in Bavaria and Hesse, has objected to technologies such as heat pumps, undermining efforts to attract investors and establish industrial clusters for manufacturing the machines. And its avowedly anti-immigrant position threatens to worsen Germany's longstanding worker shortage.

""People need confidence. They need a plan and they need to see strategies. They need strong unions,' Benner said. ""We see it as our role to push back against this political fragmentation and polarization.'

Her rise at the overwhelmingly male IG Metall is remarkable. And alongside Volkswagen works council chief Daniela Cavallo, who is leading the fight against painful cutbacks, it reflects a broader shift in Germany's traditionally male-dominated workers' leadership.

German rules requires 50% employee representation on the supervisory boards of large corporations - a requirement some have blamed for slow restructuring at troubled firms like Volkswagen and Thyssenkrupp AG. Benner disagrees.

""We can see that when we really push things and present good concepts to companies and governments, good things happen,' Benner said.

That's the message she aims to deliver to Tesla, where more than 1,000 staff showed up at the EV-maker's plant in Gruenheide near Berlin earlier this month wearing stickers calling for ""safe and fair work,' IG Metall said. Tesla employees are complaining about poor conditions and safety hazards, including extreme workloads due to staff shortages and overly ambitious production targets, according to the union. Tesla said the plant has regular checks by local authorities and that safety measures were being respected, according to Reuters.

Benner hopes to sit down soon with the world's richest man.

""Elon, what's the problem?' Benner said. ""I'm so friendly, I'll bring cookies.'",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/21/TP_85eb8image_story.jpg,False,@menafn,7.6692033,94412c8681e951e027c7885fb9965688
634,"Big US employers like Google, Tesla end college degree requirement",,2023-10-17 00:00:00,date,https://www.foxbusiness.com/video/6339334080112,foxbusiness.com,New York Post columnist Rikki Schlott discusses the recent move by some large companies to eliminate college degrees as a requirement for employment amid higher school costs on 'Varney & Co.',"All times eastern
 
 
 
 
 
 
Making Money with Charles Payne
 
 
 
 
 
 
 
 
 
 
FOX News Radio Live Channel Coverage
 
 
WATCH LIVE: A live look at Gaza as senior US officials visit the Middle East",foxbusiness.com,915,news,US,en,,https://a57.foxnews.com/cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/1e780009-fd37-458c-a584-47552fc67af8/a4e7d6a7-85d5-447e-a8b0-0e83ed5785ff/1280x720/match/1024/512/image.jpg?ve=1&tl=1,False,@foxbusiness,7.465732,c5c0791705116005a2cc10e508d6b19b
635,"Stocks Fade Late After Powell Speech; Tesla, Zscaler, VERX In Focus",Investor's Business Daily,2023-10-19 00:00:00,date,https://www.investors.com/ibd-videos/videos/stocks-fade-late-after-powell-speech-tesla-zscaler-verx-in-focus,investors.com,"Fed Chairman Jerome Powell signaled no rush to hike rates again amid a soaring 10-year Treasury yield. WTI crude oil futures spiked above $90 a barrel amid soaring gasoline prices. Tesla sold off after reporting earnings; Zscaler reversed lower despite an upgrade and big price-target hike, while small-cap software stock Vertex is still showing strength.","Fed Chairman Jerome Powell signaled no rush to hike rates again amid a soaring 10-year Treasury yield. WTI crude oil futures spiked above $90 a barrel amid soaring gasoline prices. Tesla sold off after reporting earnings; Zscaler reversed lower despite an upgrade and big price-target hike, while small-cap software stock Vertex is still showing strength.",investors.com,2523,business,US,en,Investor's Business Daily,https://www.investors.com/wp-content/uploads/2023/10/RE0u2RRE-640x360.jpg,False,,7.4379516,86843612554c3bcebcbd17b0e7d57ca4
636,US Regulator Tells Tesla To Recall About 55K Model X Cars,MENAFN,2023-10-17 00:00:00,date,https://menafn.com/1107257170/US-Regulator-Tells-Tesla-To-Recall-About-55K-Model-X-Cars,menafn.com,"San Francisco, Oct 17 (IANS) Elon Musk-run Tesla has been ordered by the National Highway and Traffic Safety Administration (NHTSA) in the US to reca","(MENAFN- IANS) San Francisco, Oct 17 (IANS) Elon Musk-run Tesla has been ordered by the National Highway and Traffic Safety Administration (NHTSA) in the US to recall 54,676 Model X vehicles, the media reported on Tuesday.

The US regulator asked Tesla to recall the cars as the vehicle controller is'likely to fail to detect low brake fluid and not display a warning light', reports Reuters.

The electric car company has already released an over-the-air (OTA) software update to fix the problem.

""Tesla is not aware of any crashes, injuries or deaths that may be related to this condition,' according to the NHTSA.

In August, the NHTSA started investigating approximately 280,000 Tesla vehicles (Model 3 and Model Y) over reports of loss of steering control while driving.

The malfunctioning in Tesla cars has frequently been accompanied by driver-facing messages indicating that power steering assist is reduced or disabled, reported CNBC.

The NHTSA received 12 complaints alleging loss of steering control and power steering in the vehicles.

A Model Y owner complained that the'wheel jerked hard right and made a thud'.

Tesla is currently facing several defect investigations by the NHTSA.

Tesla in July recalled nearly 16,000 of its 2021-2023 Model S and Model X vehicles in the US because some front-row seat belts may not have been reconnected properly after being repaired. T

esla also announced the recall of over 1,300 of its 2023 Model S, Model X, and Model Y vehicles due to a camera issue.

In June, Tesla recalled 137 Model Y electric vehicles (EVs) in the US in response to an issue with the fastener for the steering wheel.

--IANS

na/ksk",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/17/I_52668image_story.jpg,False,@menafn,7.3873124,114ffbad2bb84a2fa12d489df23c87e2
637,Newsom's Tesla-colored glasses,BLANCA BEGERT,2023-10-26 00:00:00,date,https://www.politico.com/newsletters/california-climate/2023/10/26/newsoms-tesla-colored-glasses-00123893,politico.com,Gov. Gavin Newsom is trying to keep the cross-border EV trade dream alive.,"With help from Wes Venteicher and Alex Nieves
































































TESLA TIME:
 At the national level, trade tensions with China appear to be escalating, with clean energy in the crosshairs. Not so in Newsom-world.
'We need China and China needs us,' 
Gov. Gavin Newsom
 told reporters after his meeting Wednesday with Chinese President Xi Jinping. 'We need to get our economy moving again, ... and China will play a role in that.'
Bilateral trade ties have been steadily fraying as Washington has been tightening export restrictions on semiconductors, limiting investment in Chinese tech and imposing domestic-content requirements on Chinese-made goods. China announced last week that it would limit exports of graphite, a key component of electric vehicle batteries, following its 
curtailment of gallium and germanium
 in August.
But in California, the picture for trade looks a bit more rosy. Newsom has been consistent throughout his trip to China in his line of strengthening economic ties, direct investment and trade.
That may be because of California's close existing ties with China. Major California companies like Apple, Nvidia, Qualcomm and Tesla — as well as Silicon Valley venture capital firms like Sequoia Capital — all have operations in China and are deeply financially enmeshed.
'It's been a win for both sides,' said 
Michael Dunne
, an auto industry consultant with expertise in electric vehicles and China. 'Even though overall the U.S.-China relationship is at its worst in 50 years, China is hoping to sort of carve out a special relationship with the state of California.'
This weekend, Newsom will be visiting Tesla's Shanghai factory, which produces over half the company's sales. Tesla, the second-largest EV company in the world behind BYD, is the only foreign car company in China to have a wholly owned manufacturing operation that isn't a joint venture with the government.
Chinese officials use Tesla as a retort to U.S. complaints that China isn't providing American companies a level playing field, according to 
Cory Combs
, a policy analyst at the consulting firm Trivium China.
'They point back to that and say, ‘Look, you can succeed here, you just need to play by our rules,'' he said.
It's true, says Combs, that 'Tesla has enjoyed the same industrial policy benefits as Chinese-led automakers such as preferential rates on land and taxation.' Tesla is also one of the companies subject to the recently announced 
European probe
 into Chinese EV-industry subsidies.
Tesla has long been a link between the U.S. and Chinese EV industries, according to 
Ilaria Mazzocco
, a senior fellow with the Center for Strategic and International Studies. The company has helped expand supply chains and popularize EVs among Chinese consumers.
But it's increasingly standing on shaky ground.
'I think Tesla, like many other companies, is finding that what used to be a very profitable position, in the midst of highly integrated U.S.-China supply chains is now increasingly a source of headaches and political risk,' she said.
Follow along with us on the ground with Gov. Gavin Newsom this week in China. 
Sign up
 for our daily newsletter on how California's response to climate change is shaping the future — across industry and government and across politics and policy.
































































READING THE TEA LEAVES:
 California leapfrogged over the feds earlier this month with Newsom's signing of two laws to require big companies to disclose their emissions and climate-related business risks.
But the SEC is still thinking about scaling back its ambition, which could hurt California's attempts to enforce its own rules.
SEC Chair 
Gary Gensler
 hinted in remarks at the U.S. Chamber of Commerce today that he might drop a requirement to disclose Scope 3 emissions from his pending rule, 
Jordan Wolman and Declan Harty report
.
The Wall Street Journal 
pointed out today
 that if the SEC doesn't match California, it could empower industry to lobby lawmakers in Sacramento to water down its reporting regime. (Remember: The California Chamber of Commerce and Newsom himself have both said the reporting law needs '
cleanup
.')
'I'm hopeful if the SEC does take out Scope 3, … California will recognize that the SEC spent a lot more time looking at this than the legislators did, and it doesn't make sense to have Scope 3 in,' 
Travis Cushman
, deputy general counsel at the American Farm Bureau Association, told the WSJ.
Environmental groups 
came out with a report
 today aimed at getting the SEC to stay strong. It says 75 percent of Fortune 1000 companies will already need to comply with California's rules, so there's not a huge cost to including Scope 3 in the federal rules.
Gensler did say Thursday that the California laws, along with disclosure requirements out of Brussels, could change the cost-benefit analysis of the SEC's rule since more companies will need to make their climate information public regardless of the agency's rule.
 
































































GREAT WALL
: On Wednesday, the California delegation participated in a Great Wall Climate Dialogue in Beijing. In a large conference room filled with long tables, vice governors and their delegations from five Chinese provinces shared progress toward their climate goals and areas for collaboration.
Fang Wei
, vice governor of Jiangsu province, where Newsom will visit tomorrow, noted that his province had 200 plants working with Apple and Tesla, including 90 percent of Tesla's Chinese suppliers. (This is separate from Xianjing province in the west of China, where reports have exposed forced labor of Muslim Uyghurs in mines that provide minerals for Tesla's EV supply chain).
After the dialogue, Newson got to visit the Great Wall and ride a toboggan down the side of it in the tradition of Michelle Obama when she visited in 2014. Unlike during his visit to Disneyland, he didn't get to cut the line.
































EV EXPRESS:
 Newsom announced today that California is putting $40 million in federal money on the street for EV chargers. The Infrastructure Investment and Jobs Act money is for 270 fast chargers at 26 sites that will be part of a federal charging network with chargers every 50 miles. California expects to receive a total of about $384 million in total from the federal fund over five years.
Some context: California recently met a goal set by former Gov. Jerry Brown to install 10,000 fast chargers, but the state is 
a year behind
 on an Energy Commission goal of reaching 250,000 public and shared-private chargers by 2025, thanks in part to protracted local permitting processes, long waits to connect new chargers to the grid and supply chain issues. The agency has estimated it needs that many chargers to support the state's plan to require that 100 percent of new cars sold in California be EVs by 2035.
The CEC is planning to expand the data it collects on each charger beginning in January in an effort to get a clearer picture of how chargers are used and how reliable they are. EV charging companies, site hosts and utilities will have to report data (private chargers and those serving apartments of four units or less are exempt). Charging companies and utilities are protesting the added burden in an 
agency proceeding
.
WE WANT LITHIUM:
 One of the recipients of a $1 million Energy Department award for lithium extraction is hoping to deploy its technology at the Salton Sea.
Ohio-based Xerion Advanced Battery Corp. announced the award from the DOE's Geothermal Lithium Extraction Prize today.
The company's technology uses a ceramic membrane to filter lithium from geothermal brine that's pumped from beneath the Salton Sea region to power steam turbines. The prize comes after the team won a two-year lithium extraction competition.
Geothermal energy producers like Berkshire Hathaway and Controlled Thermal Resources are 
still trying to crack the code
 on direct lithium extraction, which would allow them to tap into world's largest known lithium brine deposit. Aquifers near the Salton Sea are estimated to contain enough lithium to supply around 40 percent of global demand. DLE technology has not yet been used at a commercial scale.
































BENIPAL OUT: 
The director of Caltrans' Sacramento regional office is retiring after 
a top agency official accused
 the region's management of improperly using state funding to widen highways.
Amarjeet Benipal
, director of Caltrans' District 3 office and a veteran with more than 30 years at the agency, is 
stepping down at the end of the year
, the agency confirmed Thursday. 
Jeanie Ward-Waller, Caltrans' former deputy director of planning and modal programs, was demoted in September. She said it was because she had warned her superiors that the agency — District 3 in particular — was breaking state and federal law by separating projects into small enough segments to avoid doing full analyses of their environmental impacts.
































— A 
Yurok Tribe fisheries biologist
 is one of the scientists mourning the impacts of climate change.
— The 
insurance industry
 may be nearing a 'rate-induced tipping point.'",politico.com,484,news,US,en,"BLANCA BEGERT,Follow Us On Twitter,JORDAN WOLMAN",https://static.politico.com/7d/60/28a9d985464785bb9cdaee9a69f6/53281569627-0214c47fb9-c.jpg,False,@politico,9.734227,e786cab63169a35dd98f613cbabe8f9f
638,Tesla workers strike in Sweden over union demands,MENAFN,2023-10-27 00:00:00,date,https://menafn.com/1107318008/Tesla-workers-strike-in-Sweden-over-union-demands,menafn.com,"Tesla mechanics in Sweden walked off the job on Friday to protest against the electric carmaker's refusal to sign a collective wage agreement, the","(MENAFN- AFP)

Tesla mechanics in Sweden walked off the job on Friday to protest against the electric carmaker's refusal to sign a collective wage agreement, the metalworkers union said.

The strike affects around Tesla's 130 mechanics at seven workshops across Sweden, IF Metall union spokesman Jesper Pettersson told AFP.

Pettersson said Tesla employees had ""lower wages, don't have the same insurances, and have lower pensions"" than other industry workers.

Negotiated sector-by-sector, collective agreements are the basis of the Swedish labour market model, covering almost 90 percent of all Swedish employees and guaranteeing standard wages and working conditions.

IF Metall -- which has some 300,000 members -- said the agreements also allow for companies ""to operate on a level playing field"".

""Many"" of Tesla's workers in Sweden are members of IF Metall, Pettersson said, but would not disclose an exact number.

Despite being union members, they cannot benefit from industry-wide collective bargaining agreements.

Pettersson said Tesla informed them Tuesday it would not sign a collective bargaining agreement, adding that the carmaker told the union they ""don't do that anywhere in the world.""

Tesla has not responded to AFP's request for comment.

Tesla founder and chief Elon Musk has consistently rejected calls to allow the company's 127,000 employees worldwide to unionise.

Tesla strikers in Sweden were being paid compensation by the union equivalent to their wages, Pettersson said.

He said that unless Tesla changed its position, IF Metall would widen its strike on November 3 to cover all workshop repairs on Tesla cars across Sweden, not just those done by Tesla employees.",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/27/AFP_528e5image_story.jpg,False,@menafn,8.359495,3ee957c463877731476a11ccc9fc2d67
